Date,Crew_ID,Crew_Count,Hours_Worked,Units_Installed,Fatigue_Score,Superintendent_Notes,Safety_Incident,Rework_Cost,Sentiment_Score,Daily_Overtime,Rolling_Overtime_7d,Productivity_Rate,Risk_Event
2024-02-27,Drywall-A,8,9,103,8,"Ahead of schedule, inspection passed.",0,0,0.0,1,8.0,1.4305555555555556,0
2024-02-28,Drywall-A,5,9,112,7,"Productive day, finished Zone A early.",0,0,0.0,1,9.0,2.488888888888889,0
2024-02-29,Drywall-A,6,9,90,7,"Weather overcast, work continuing.",0,0,0.0,1,10.0,1.6666666666666667,0
2024-03-01,Drywall-A,7,9,93,7,Routine install in Zone B.,0,0,0.0,1,11.0,1.4761904761904763,0
2024-03-02,Drywall-A,6,9,114,6,"Ahead of schedule, inspection passed.",0,0,0.0,1,12.0,2.111111111111111,0
2024-03-03,Drywall-A,5,9,113,5,"Crew moving fast, materials arrived on time.",0,0,0.0,1,8.0,2.511111111111111,0
2024-03-04,Drywall-A,8,9,95,5,"Weather overcast, work continuing.",0,0,0.0,1,7.0,1.3194444444444444,0
2024-03-05,Drywall-A,5,9,97,5,"Standard progress, nothing to report.",0,0,0.4215,1,7.0,2.1555555555555554,0
2024-03-06,Drywall-A,5,9,104,4,"Crew moving fast, materials arrived on time.",0,0,0.0,1,7.0,2.311111111111111,0
2024-03-07,Drywall-A,6,9,111,3,"Great weather, slab pour went perfectly.",0,0,0.8519,1,7.0,2.0555555555555554,0
2024-03-08,Drywall-A,8,9,104,2,"Crew moving fast, materials arrived on time.",0,0,0.0,1,7.0,1.4444444444444444,0
2024-03-09,Drywall-A,5,9,117,1,"Crew moving fast, materials arrived on time.",0,0,0.0,1,7.0,2.6,0
2024-03-10,Drywall-A,6,9,92,1,Routine install in Zone B.,0,0,0.0,1,7.0,1.7037037037037037,0
2024-03-11,Drywall-A,5,8,119,0,"Crew moving fast, materials arrived on time.",0,0,0.0,0,6.0,2.975,0
2024-03-12,Drywall-A,5,13,47,2,"Material delivery late, caused bottleneck.",0,740,0.0,5,10.0,0.7230769230769231,0
2024-03-13,Drywall-A,8,8,109,1,"Productive day, finished Zone A early.",0,0,0.0,0,9.0,1.703125,0
2024-03-14,Drywall-A,7,9,114,0,"Productive day, finished Zone A early.",0,0,0.0,1,9.0,1.8095238095238095,0
2024-03-15,Drywall-A,6,10,98,0,"Standard progress, nothing to report.",0,0,0.4215,2,10.0,1.6333333333333333,0
2024-03-16,Drywall-A,8,8,116,0,"Crew moving fast, materials arrived on time.",0,0,0.0,0,9.0,1.8125,0
2024-03-17,Drywall-A,6,8,104,0,"Productive day, finished Zone A early.",0,0,0.0,0,8.0,2.1666666666666665,0
2024-03-18,Drywall-A,5,8,111,0,"Productive day, finished Zone A early.",0,0,0.0,0,8.0,2.775,0
2024-03-19,Drywall-A,6,10,87,0,"Weather overcast, work continuing.",0,0,0.0,2,5.0,1.45,0
2024-03-20,Drywall-A,5,9,111,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,6.0,2.466666666666667,0
2024-03-21,Drywall-A,6,8,119,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,5.0,2.4791666666666665,0
2024-03-22,Drywall-A,7,9,98,0,Routine install in Zone B.,0,0,0.0,1,4.0,1.5555555555555556,0
2024-03-23,Drywall-A,8,9,99,0,"Standard progress, nothing to report.",0,0,0.4215,1,5.0,1.375,0
2024-03-24,Drywall-A,5,8,118,0,"Ahead of schedule, inspection passed.",0,0,0.0,0,5.0,2.95,0
2024-03-25,Drywall-A,8,8,85,0,"Weather overcast, work continuing.",0,0,0.0,0,5.0,1.328125,0
2024-03-26,Drywall-A,7,9,107,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,4.0,1.6984126984126984,0
2024-03-27,Drywall-A,8,9,102,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,4.0,1.4166666666666667,0
2024-03-28,Drywall-A,8,8,112,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,4.0,1.75,0
2024-03-29,Drywall-A,6,8,110,0,"Great weather, slab pour went perfectly.",0,0,0.8519,0,3.0,2.2916666666666665,0
2024-03-30,Drywall-A,5,8,106,0,"Ahead of schedule, inspection passed.",0,0,0.0,0,2.0,2.65,0
2024-03-31,Drywall-A,6,8,98,0,"Crew size normal, steady pace.",0,0,0.0,0,2.0,2.0416666666666665,0
2024-04-01,Drywall-A,5,10,85,0,"Crew size normal, steady pace.",0,0,0.0,2,4.0,1.7,0
2024-04-02,Drywall-A,6,10,92,0,"Weather overcast, work continuing.",0,0,0.0,2,5.0,1.5333333333333334,0
2024-04-03,Drywall-A,7,8,117,0,"Crew moving fast, materials arrived on time.",0,0,0.0,0,4.0,2.0892857142857144,0
2024-04-04,Drywall-A,8,8,101,0,"Productive day, finished Zone A early.",0,0,0.0,0,4.0,1.578125,0
2024-04-05,Drywall-A,6,10,95,0,"Weather overcast, work continuing.",0,0,0.0,2,6.0,1.5833333333333333,0
2024-04-06,Drywall-A,5,10,95,0,"Crew size normal, steady pace.",0,0,0.0,2,8.0,1.9,0
2024-04-07,Drywall-A,7,10,97,0,"Weather overcast, work continuing.",0,0,0.0,2,10.0,1.3857142857142857,0
2024-04-08,Drywall-A,5,9,109,0,"Productive day, finished Zone A early.",0,0,0.0,1,9.0,2.422222222222222,0
2024-04-09,Drywall-A,6,9,108,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,8.0,2.0,0
2024-04-10,Drywall-A,7,9,108,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,9.0,1.7142857142857142,0
2024-04-11,Drywall-A,8,9,104,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,10.0,1.4444444444444444,0
2024-04-12,Drywall-A,6,9,94,0,Routine install in Zone B.,0,0,0.0,1,9.0,1.7407407407407407,0
2024-04-13,Drywall-A,5,9,120,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,8.0,2.6666666666666665,0
2024-04-14,Drywall-A,5,10,56,2,"Crew exhausted from overtime, morale is low.",0,0,-0.5574,2,8.0,1.12,0
2024-04-15,Drywall-A,8,10,88,2,"Safety talk held this morning, no incidents.",0,0,0.1531,2,9.0,1.1,0
2024-04-16,Drywall-A,8,8,104,1,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,8.0,1.625,0
2024-04-17,Drywall-A,5,9,94,1,"Weather overcast, work continuing.",0,0,0.0,1,8.0,2.088888888888889,0
2024-04-18,Drywall-A,7,9,93,1,"Safety talk held this morning, no incidents.",0,0,0.1531,1,8.0,1.4761904761904763,0
2024-04-19,Drywall-A,5,8,93,1,Routine install in Zone B.,0,0,0.0,0,7.0,2.325,0
2024-04-20,Drywall-A,8,8,86,1,"Weather overcast, work continuing.",0,0,0.0,0,6.0,1.34375,0
2024-04-21,Drywall-A,6,9,103,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,5.0,1.9074074074074074,0
2024-04-22,Drywall-A,6,8,109,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,3.0,2.2708333333333335,0
2024-04-23,Drywall-A,5,10,88,0,"Weather overcast, work continuing.",0,0,0.0,2,5.0,1.76,0
2024-04-24,Drywall-A,6,8,116,0,"Great weather, slab pour went perfectly.",0,0,0.8519,0,4.0,2.4166666666666665,0
2024-04-25,Drywall-A,6,8,109,0,"Productive day, finished Zone A early.",0,0,0.0,0,3.0,2.2708333333333335,0
2024-04-26,Drywall-A,8,13,69,2,"Material delivery late, caused bottleneck.",0,4808,0.0,5,8.0,0.6634615384615384,1
2024-04-27,Drywall-A,5,10,44,4,Argument with sub trade over laydown area.,0,2018,-0.3612,2,10.0,0.88,1
2024-04-28,Drywall-A,6,12,65,6,"Material delivery late, caused bottleneck.",0,0,0.0,4,13.0,0.9027777777777778,0
2024-04-29,Drywall-A,8,9,102,5,"Productive day, finished Zone A early.",0,0,0.0,1,14.0,1.4166666666666667,0
2024-04-30,Drywall-A,6,8,101,4,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,12.0,2.1041666666666665,0
2024-05-01,Drywall-A,8,11,52,6,"Rework needed on wall framing, incorrect specs.",0,0,0.0,3,15.0,0.5909090909090909,0
2024-05-02,Drywall-A,5,9,101,5,"Crew moving fast, materials arrived on time.",0,0,0.0,1,16.0,2.2444444444444445,0
2024-05-03,Drywall-A,6,8,113,4,"Ahead of schedule, inspection passed.",0,0,0.0,0,11.0,2.3541666666666665,0
2024-05-04,Drywall-A,7,11,57,6,"Waiting on RFI response, crew standing around.",0,0,0.0,3,12.0,0.7402597402597403,0
2024-05-05,Drywall-A,5,8,116,5,"Crew moving fast, materials arrived on time.",0,0,0.0,0,8.0,2.9,0
2024-05-06,Drywall-A,5,9,119,4,"Productive day, finished Zone A early.",0,0,0.0,1,8.0,2.6444444444444444,0
2024-05-07,Drywall-A,5,9,112,3,"Great weather, slab pour went perfectly.",0,0,0.8519,1,9.0,2.488888888888889,0
2024-05-08,Drywall-A,6,8,85,3,"Standard progress, nothing to report.",0,0,0.4215,0,6.0,1.7708333333333333,0
2024-05-09,Drywall-A,7,10,81,3,"Crew size normal, steady pace.",0,0,0.0,2,7.0,1.1571428571428573,0
2024-05-10,Drywall-A,6,8,92,3,"Weather overcast, work continuing.",0,0,0.0,0,7.0,1.9166666666666667,0
2024-05-11,Drywall-A,7,13,54,5,"Crew exhausted from overtime, morale is low.",0,4515,-0.5574,5,9.0,0.5934065934065934,1
2024-05-12,Drywall-A,5,9,113,4,"Ahead of schedule, inspection passed.",0,0,0.0,1,10.0,2.511111111111111,0
2024-05-13,Drywall-A,7,13,66,6,"Waiting on RFI response, crew standing around.",0,527,0.0,5,14.0,0.7252747252747253,0
2024-05-14,Drywall-A,6,8,108,5,"Ahead of schedule, inspection passed.",0,0,0.0,0,13.0,2.25,0
2024-05-15,Drywall-A,7,9,113,4,"Ahead of schedule, inspection passed.",0,0,0.0,1,14.0,1.7936507936507937,0
2024-05-16,Drywall-A,7,13,62,6,"Rework needed on wall framing, incorrect specs.",0,0,0.0,5,17.0,0.6813186813186813,0
2024-05-17,Drywall-A,7,12,53,8,"Rain delay caused slip hazards, slowed down install.",0,0,-0.3182,4,21.0,0.6309523809523809,0
2024-05-18,Drywall-A,7,9,113,7,"Crew moving fast, materials arrived on time.",0,0,0.0,1,17.0,1.7936507936507937,0
2024-05-19,Drywall-A,7,9,104,6,"Productive day, finished Zone A early.",0,0,0.0,1,17.0,1.6507936507936507,0
2024-05-20,Drywall-A,5,10,83,6,"Weather overcast, work continuing.",0,0,0.0,2,14.0,1.66,0
2024-05-21,Drywall-A,8,8,94,6,"Weather overcast, work continuing.",0,0,0.0,0,14.0,1.46875,0
2024-05-22,Drywall-A,5,8,106,5,"Great weather, slab pour went perfectly.",0,0,0.8519,0,13.0,2.65,0
2024-05-23,Drywall-A,5,10,90,5,"Standard progress, nothing to report.",0,0,0.4215,2,10.0,1.8,0
2024-05-24,Drywall-A,7,9,108,4,"Productive day, finished Zone A early.",0,0,0.0,1,7.0,1.7142857142857142,0
2024-05-25,Drywall-A,8,9,94,4,"Safety talk held this morning, no incidents.",0,0,0.1531,1,7.0,1.3055555555555556,0
2024-05-26,Drywall-A,5,8,101,3,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,6.0,2.525,0
2024-05-27,Drywall-A,8,8,87,3,Routine install in Zone B.,0,0,0.0,0,4.0,1.359375,0
2024-05-28,Drywall-A,8,11,68,5,"Waiting on RFI response, crew standing around.",0,0,0.0,3,7.0,0.7727272727272727,0
2024-05-29,Drywall-A,8,8,117,4,"Crew moving fast, materials arrived on time.",0,0,0.0,0,7.0,1.828125,0
2024-05-30,Drywall-A,7,10,48,6,"Rain delay caused slip hazards, slowed down install.",1,2526,-0.3182,2,7.0,0.6857142857142857,1
2024-05-31,Drywall-A,5,12,41,8,"Rework needed on wall framing, incorrect specs.",0,2098,0.0,4,10.0,0.6833333333333333,1
2024-06-01,Drywall-A,7,10,80,8,"Standard progress, nothing to report.",0,0,0.4215,2,11.0,1.1428571428571428,0
2024-06-02,Drywall-A,7,8,114,7,"Ahead of schedule, inspection passed.",0,0,0.0,0,11.0,2.0357142857142856,0
2024-06-03,Drywall-A,5,9,111,6,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,12.0,2.466666666666667,0
2024-06-04,Drywall-A,8,8,114,5,"Productive day, finished Zone A early.",0,0,0.0,0,9.0,1.78125,0
2024-06-05,Drywall-A,6,8,106,4,"Crew moving fast, materials arrived on time.",0,0,0.0,0,9.0,2.2083333333333335,0
2024-06-06,Drywall-A,7,9,118,3,"Crew moving fast, materials arrived on time.",0,0,0.0,1,8.0,1.873015873015873,0
2024-06-07,Drywall-A,7,9,102,2,"Productive day, finished Zone A early.",0,0,0.0,1,5.0,1.619047619047619,0
2024-06-08,Drywall-A,7,9,100,1,"Ahead of schedule, inspection passed.",0,0,0.0,1,4.0,1.5873015873015872,0
2024-06-09,Drywall-A,6,9,101,0,"Productive day, finished Zone A early.",0,0,0.0,1,5.0,1.8703703703703705,0
2024-06-10,Drywall-A,8,8,119,0,"Crew moving fast, materials arrived on time.",0,0,0.0,0,4.0,1.859375,0
2024-06-11,Drywall-A,8,9,111,0,"Ahead of schedule, inspection passed.",0,0,0.0,1,5.0,1.5416666666666667,0
2024-06-12,Drywall-A,7,9,82,0,Routine install in Zone B.,0,0,0.0,1,6.0,1.3015873015873016,0
2024-06-13,Drywall-A,8,9,101,0,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,6.0,1.4027777777777777,0
2024-06-14,Drywall-A,8,8,119,0,"Productive day, finished Zone A early.",0,0,0.0,0,5.0,1.859375,0
2024-06-15,Drywall-A,6,10,67,2,"Confusion on drawings for HVAC, had to stop work.",0,500,-0.5267,2,6.0,1.1166666666666667,0
2024-06-16,Drywall-A,5,10,58,4,"Rework needed on wall framing, incorrect specs.",1,0,0.0,2,7.0,1.16,1
2024-06-17,Drywall-A,6,8,105,3,"Ahead of schedule, inspection passed.",0,0,0.0,0,7.0,2.1875,0
2024-06-18,Drywall-A,7,10,53,5,"Confusion on drawings for HVAC, had to stop work.",0,556,-0.5267,2,8.0,0.7571428571428571,0
2024-06-19,Drywall-A,5,11,62,7,"Rework needed on wall framing, incorrect specs.",1,0,0.0,3,10.0,1.1272727272727272,1
2024-06-20,Drywall-A,7,8,114,6,"Productive day, finished Zone A early.",0,0,0.0,0,9.0,2.0357142857142856,0
2024-06-21,Drywall-A,7,8,100,5,"Productive day, finished Zone A early.",0,0,0.0,0,9.0,1.7857142857142858,0
2024-06-22,Drywall-A,5,10,62,7,"Rain delay caused slip hazards, slowed down install.",0,0,-0.3182,2,9.0,1.24,0
2024-06-23,Drywall-A,7,11,65,9,"Rework needed on wall framing, incorrect specs.",0,2366,0.0,3,10.0,0.8441558441558441,1
2024-06-24,Drywall-A,5,8,115,8,"Productive day, finished Zone A early.",0,0,0.0,0,10.0,2.875,0
2024-06-25,Drywall-A,6,8,97,8,"Crew size normal, steady pace.",0,0,0.0,0,8.0,2.0208333333333335,0
2024-06-26,Drywall-A,6,8,108,7,"Ahead of schedule, inspection passed.",0,0,0.0,0,5.0,2.25,0
2024-06-27,Drywall-A,5,10,93,7,"Safety talk held this morning, no incidents.",0,0,0.1531,2,7.0,1.86,0
2024-06-28,Drywall-A,6,9,111,6,"Ahead of schedule, inspection passed.",0,0,0.0,1,8.0,2.0555555555555554,0
2024-06-29,Drywall-A,6,8,114,5,"Great weather, slab pour went perfectly.",0,0,0.8519,0,6.0,2.375,0
2024-06-30,Drywall-A,5,8,117,4,"Great weather, slab pour went perfectly.",0,0,0.8519,0,3.0,2.925,0
2024-07-01,Drywall-A,7,8,90,4,"Safety talk held this morning, no incidents.",0,0,0.1531,0,3.0,1.6071428571428572,0
2024-07-02,Drywall-A,5,12,52,6,"Waiting on RFI response, crew standing around.",0,4672,0.0,4,7.0,0.8666666666666667,1
2024-07-03,Drywall-A,6,9,102,5,"Productive day, finished Zone A early.",0,0,0.0,1,8.0,1.8888888888888888,0
2024-07-04,Drywall-A,6,11,52,7,"Waiting on RFI response, crew standing around.",0,4469,0.0,3,9.0,0.7878787878787878,1
2024-07-05,Drywall-A,7,9,115,6,"Great weather, slab pour went perfectly.",0,0,0.8519,1,9.0,1.8253968253968254,0
2024-07-06,Drywall-A,8,9,105,5,"Productive day, finished Zone A early.",0,0,0.0,1,10.0,1.4583333333333333,0
2024-07-07,Drywall-A,8,13,53,7,"Rain delay caused slip hazards, slowed down install.",0,1806,-0.3182,5,15.0,0.5096153846153846,1
2024-07-08,Drywall-A,6,9,108,6,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,16.0,2.0,0
2024-07-09,Drywall-A,8,10,47,8,"Crew exhausted from overtime, morale is low.",1,0,-0.5574,2,14.0,0.5875,1
2024-07-10,Drywall-A,5,9,91,8,"Weather overcast, work continuing.",0,0,0.0,1,14.0,2.022222222222222,0
2024-07-11,Drywall-A,6,9,100,7,"Productive day, finished Zone A early.",0,0,0.0,1,12.0,1.8518518518518519,0
2024-07-12,Drywall-A,6,9,109,6,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,12.0,2.0185185185185186,0
2024-07-13,Drywall-A,7,8,102,5,"Ahead of schedule, inspection passed.",0,0,0.0,0,11.0,1.8214285714285714,0
2024-07-14,Drywall-A,5,9,89,5,"Standard progress, nothing to report.",0,0,0.4215,1,7.0,1.9777777777777779,0
2024-07-15,Drywall-A,7,10,82,5,"Crew size normal, steady pace.",0,0,0.0,2,8.0,1.1714285714285715,0
2024-07-16,Drywall-A,5,8,118,4,"Productive day, finished Zone A early.",0,0,0.0,0,6.0,2.95,0
2024-07-17,Drywall-A,8,10,61,6,"Rework needed on wall framing, incorrect specs.",1,3952,0.0,2,7.0,0.7625,1
2024-07-18,Drywall-A,7,8,83,6,"Crew size normal, steady pace.",0,0,0.0,0,6.0,1.4821428571428572,0
2024-07-19,Drywall-A,7,10,81,6,Routine install in Zone B.,0,0,0.0,2,7.0,1.1571428571428573,0
2024-07-20,Drywall-A,6,14,51,8,"Confusion on drawings for HVAC, had to stop work.",0,4130,-0.5267,6,13.0,0.6071428571428571,1
2024-07-21,Drywall-A,6,11,41,10,"Waiting on RFI response, crew standing around.",0,0,0.0,3,15.0,0.6212121212121212,0
2024-07-22,Drywall-A,8,11,45,12,"Material delivery late, caused bottleneck.",0,0,0.0,3,16.0,0.5113636363636364,0
2024-07-23,Drywall-A,5,8,98,12,Routine install in Zone B.,0,0,0.0,0,16.0,2.45,0
2024-07-24,Drywall-A,5,9,115,11,"Ahead of schedule, inspection passed.",0,0,0.0,1,15.0,2.5555555555555554,0
2024-07-25,Drywall-A,8,9,118,10,"Productive day, finished Zone A early.",0,0,0.0,1,16.0,1.6388888888888888,0
2024-07-26,Drywall-A,8,9,109,9,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,15.0,1.5138888888888888,0
2024-07-27,Drywall-A,6,8,107,8,"Crew moving fast, materials arrived on time.",0,0,0.0,0,9.0,2.2291666666666665,0
2024-07-28,Drywall-A,5,12,65,10,"Confusion on drawings for HVAC, had to stop work.",1,0,-0.5267,4,10.0,1.0833333333333333,1
2024-07-29,Drywall-A,7,8,98,10,"Standard progress, nothing to report.",0,0,0.4215,0,7.0,1.75,0
2024-07-30,Drywall-A,6,8,83,10,"Crew size normal, steady pace.",0,0,0.0,0,7.0,1.7291666666666667,0
2024-07-31,Drywall-A,8,8,116,9,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,6.0,1.8125,0
2024-08-01,Drywall-A,7,10,59,11,Argument with sub trade over laydown area.,0,2658,-0.3612,2,7.0,0.8428571428571429,1
2024-08-02,Drywall-A,6,8,89,11,"Standard progress, nothing to report.",0,0,0.4215,0,6.0,1.8541666666666667,0
2024-08-03,Drywall-A,5,8,109,10,"Crew moving fast, materials arrived on time.",0,0,0.0,0,6.0,2.725,0
2024-08-04,Drywall-A,8,9,80,10,"Standard progress, nothing to report.",0,0,0.4215,1,3.0,1.1111111111111112,0
2024-08-05,Drywall-A,6,10,100,10,"Crew size normal, steady pace.",0,0,0.0,2,5.0,1.6666666666666667,0
2024-08-06,Drywall-A,7,8,85,10,"Safety talk held this morning, no incidents.",0,0,0.1531,0,5.0,1.5178571428571428,0
2024-08-07,Drywall-A,7,10,92,10,"Safety talk held this morning, no incidents.",0,0,0.1531,2,7.0,1.3142857142857143,0
2024-08-08,Drywall-A,6,9,117,9,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,6.0,2.1666666666666665,0
2024-08-09,Drywall-A,5,10,86,9,"Weather overcast, work continuing.",0,0,0.0,2,8.0,1.72,0
2024-08-10,Drywall-A,7,9,101,8,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,9.0,1.6031746031746033,0
2024-08-11,Drywall-A,5,8,100,8,"Crew size normal, steady pace.",0,0,0.0,0,8.0,2.5,0
2024-08-12,Drywall-A,5,11,47,10,"Confusion on drawings for HVAC, had to stop work.",1,2879,-0.5267,3,9.0,0.8545454545454545,1
2024-08-13,Drywall-A,6,9,99,10,"Weather overcast, work continuing.",0,0,0.0,1,10.0,1.8333333333333333,0
2024-08-14,Drywall-A,7,9,119,9,"Ahead of schedule, inspection passed.",0,0,0.0,1,9.0,1.8888888888888888,0
2024-08-15,Drywall-A,5,14,69,11,"Material delivery late, caused bottleneck.",0,0,0.0,6,14.0,0.9857142857142858,0
2024-08-16,Drywall-A,6,9,113,10,"Great weather, slab pour went perfectly.",0,0,0.8519,1,13.0,2.0925925925925926,0
2024-08-17,Drywall-A,8,10,91,10,"Safety talk held this morning, no incidents.",0,0,0.1531,2,14.0,1.1375,0
2024-08-18,Drywall-A,8,9,111,9,"Great weather, slab pour went perfectly.",0,0,0.8519,1,15.0,1.5416666666666667,0
2024-08-19,Drywall-A,5,9,96,9,"Standard progress, nothing to report.",0,0,0.4215,1,13.0,2.1333333333333333,0
2024-08-20,Drywall-A,7,8,97,9,"Crew size normal, steady pace.",0,0,0.0,0,12.0,1.7321428571428572,0
2024-08-21,Drywall-A,8,9,87,9,"Weather overcast, work continuing.",0,0,0.0,1,12.0,1.2083333333333333,0
2024-08-22,Drywall-A,5,8,109,8,"Great weather, slab pour went perfectly.",0,0,0.8519,0,6.0,2.725,0
2024-08-23,Drywall-A,8,13,46,10,"Rework needed on wall framing, incorrect specs.",0,0,0.0,5,10.0,0.4423076923076923,0
2024-08-24,Drywall-A,7,9,117,9,"Ahead of schedule, inspection passed.",0,0,0.0,1,9.0,1.8571428571428572,0
2024-08-25,Drywall-A,6,9,82,9,"Weather overcast, work continuing.",0,0,0.0,1,9.0,1.5185185185185186,0
2024-08-26,Drywall-A,7,9,106,8,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,9.0,1.6825396825396826,0
2024-08-27,Drywall-A,7,11,62,10,"Waiting on RFI response, crew standing around.",0,0,0.0,3,12.0,0.8051948051948052,0
2024-08-28,Drywall-A,5,9,111,9,"Great weather, slab pour went perfectly.",0,0,0.8519,1,12.0,2.466666666666667,0
2024-08-29,Drywall-A,6,8,96,9,"Safety talk held this morning, no incidents.",0,0,0.1531,0,12.0,2.0,0
2024-08-30,Drywall-A,7,9,83,9,"Safety talk held this morning, no incidents.",0,0,0.1531,1,8.0,1.3174603174603174,0
2024-08-31,Drywall-A,8,10,82,9,"Standard progress, nothing to report.",0,0,0.4215,2,9.0,1.025,0
2024-09-01,Drywall-A,8,9,107,8,"Ahead of schedule, inspection passed.",0,0,0.0,1,9.0,1.4861111111111112,0
2024-09-02,Drywall-A,7,9,111,7,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,9.0,1.7619047619047619,0
2024-09-03,Drywall-A,8,8,80,7,"Weather overcast, work continuing.",0,0,0.0,0,6.0,1.25,0
2024-09-04,Drywall-A,5,8,85,7,Routine install in Zone B.,0,0,0.0,0,5.0,2.125,0
2024-09-05,Drywall-A,8,9,100,6,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,6.0,1.3888888888888888,0
2024-09-06,Drywall-A,7,9,112,5,"Crew moving fast, materials arrived on time.",0,0,0.0,1,6.0,1.7777777777777777,0
2024-09-07,Drywall-A,6,9,101,4,"Crew moving fast, materials arrived on time.",0,0,0.0,1,5.0,1.8703703703703705,0
2024-09-08,Drywall-A,8,8,116,3,"Team is in good rhythm, no safety issues.",0,0,0.5423,0,4.0,1.8125,0
2024-09-09,Drywall-A,5,9,100,2,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,4.0,2.2222222222222223,0
2024-09-10,Drywall-A,5,8,92,2,Routine install in Zone B.,0,0,0.0,0,4.0,2.3,0
2024-09-11,Drywall-A,7,8,86,2,"Standard progress, nothing to report.",0,0,0.4215,0,4.0,1.5357142857142858,0
2024-09-12,Drywall-A,8,14,54,4,"Material delivery late, caused bottleneck.",0,0,0.0,6,9.0,0.48214285714285715,0
2024-09-13,Drywall-A,7,9,106,3,"Great weather, slab pour went perfectly.",0,0,0.8519,1,9.0,1.6825396825396826,0
2024-09-14,Drywall-A,5,9,87,3,"Safety talk held this morning, no incidents.",0,0,0.1531,1,9.0,1.9333333333333333,0
2024-09-15,Drywall-A,8,9,97,3,"Safety talk held this morning, no incidents.",0,0,0.1531,1,10.0,1.3472222222222223,0
2024-09-16,Drywall-A,6,9,111,2,"Ahead of schedule, inspection passed.",0,0,0.0,1,10.0,2.0555555555555554,0
2024-09-17,Drywall-A,5,8,112,1,"Crew moving fast, materials arrived on time.",0,0,0.0,0,10.0,2.8,0
2024-09-18,Drywall-A,7,10,67,3,Argument with sub trade over laydown area.,0,0,-0.3612,2,12.0,0.9571428571428572,0
2024-09-19,Drywall-A,8,10,92,3,Routine install in Zone B.,0,0,0.0,2,8.0,1.15,0
2024-09-20,Drywall-A,5,10,82,3,"Standard progress, nothing to report.",0,0,0.4215,2,9.0,1.64,0
2024-09-21,Drywall-A,6,10,80,3,"Safety talk held this morning, no incidents.",0,0,0.1531,2,10.0,1.3333333333333333,0
2024-09-22,Drywall-A,6,9,119,2,"Team is in good rhythm, no safety issues.",0,0,0.5423,1,10.0,2.2037037037037037,0
2024-09-23,Drywall-A,5,9,100,1,"Great weather, slab pour went perfectly.",0,0,0.8519,1,10.0,2.2222222222222223,0
2024-09-24,Drywall-A,8,8,117,0,"Great weather, slab pour went perfectly.",0,0,0.8519,0,10.0,1.828125,0
2024-09-25,Drywall-A,6,9,105,0,"Crew moving fast, materials arrived on time.",0,0,0.0,1,9.0,1.9444444444444444,0
2024-09-26,Drywall-A,6,8,104,0,"Crew moving fast, materials arrived on time.",0,0,0.0,0,7.0,2.1666666666666665,0
2024-09-27,Drywall-A,8,10,92,0,"Crew size normal, steady pace.",0,0,0.0,2,7.0,1.15,0
2024-09-28,Drywall-A,5,9,104,0,"Great weather, slab pour went perfectly.",0,0,0.8519,1,6.0,2.311111111111111,0
2024-09-29,Drywall-A,6,9,87,0,"Standard progress, nothing to report.",0,0,0.4215,1,6.0,1.6111111111111112,0
2024-09-30,Drywall-A,5,10,64,2,Argument with sub trade over laydown area.,0,1154,-0.3612,2,7.0,1.28,1
2024-10-01,Drywall-A,7,9,108,1,"Crew moving fast, materials arrived on time.",0,0,0.0,1,8.0,1.7142857142857142,0
2024-10-02,Drywall-A,5,8,108,0,"Crew moving fast, materials arrived on time.",0,0,0.0,0,7.0,2.7,0
2024-10-03,Drywall-A,6,14,50,2,"Rework needed on wall framing, incorrect specs.",1,0,0.0,6,13.0,0.5952380952380952,1
2024-10-04,Drywall-A,6,9,82,2,"Standard progress, nothing to report.",0,0,0.4215,1,12.0,1.5185185185185186,0
2024-10-05,Drywall-A,6,9,114,1,"Crew moving fast, materials arrived on time.",0,0,0.0,1,12.0,2.111111111111111,0
